iter	MultiClass
293	0.05888859177
294	0.05861475103
295	0.05835100745
296	0.05792524686
297	0.0573056317
298	0.05705205206
299	0.05663987678
300	0.05627869862
301	0.05570029677
302	0.05542302548
303	0.0551367181
304	0.05477063243
305	0.05459131356
306	0.05430524947
307	0.05399915458
308	0.05367205043
309	0.05333279678
310	0.05292654117
311	0.05273180241
312	0.05258092872
313	0.05225704797
314	0.05208695974
315	0.05184834816
316	0.05160429337
317	0.05132890774
318	0.05109115522
319	0.05083819454
320	0.05034293299
321	0.05015196755
322	0.04991875699
323	0.04959299552
324	0.04930989871
325	0.04913691405
326	0.04902823022
327	0.04879777188
328	0.04861000116
329	0.04841207867
330	0.04814429468
331	0.04797821204
332	0.04786198516
333	0.04765675631
334	0.04756813288
335	0.04732442867
336	0.04711732686
337	0.04691187435
338	0.04662410705
339	0.04631114892
340	0.04603823002
341	0.04587472493
342	0.04575840762
343	0.0455734233
344	0.0452647125
345	0.04508730325
346	0.04477609965
347	0.04446756808
348	0.04429659355
349	0.04409977074
350	0.0440074849
351	0.04371239853
352	0.04350500603
353	0.04310044913
354	0.04293464018
355	0.04276202988
356	0.04255162845
357	0.04228614285
358	0.04212506503
359	0.04201701376
360	0.041785169
361	0.04153805841
362	0.04142591881
363	0.04125431931
364	0.04108331018
365	0.04094709744
366	0.0407363463
367	0.04058336361
368	0.04048032982
369	0.04031971681
370	0.04016324999
371	0.04000494781
372	0.03982799783
373	0.03970628951
374	0.03951367563
375	0.03936861855
376	0.03925917795
377	0.03909559711
378	0.0389358947
379	0.03882995317
380	0.03867851284
381	0.0386121402
382	0.03841587052
383	0.0381874533
384	0.03785418998
385	0.03772159523
386	0.03751345669
387	0.03735590132
388	0.03726526129
389	0.03713775142
390	0.03700339338
391	0.03688084164
392	0.03674874873
393	0.0366268072
394	0.03654155908
395	0.03640348552
396	0.03628746742
397	0.03604657136
398	0.03589136939
399	0.03580970658
400	0.03569387973
401	0.03556414615
402	0.03550211216
403	0.03523345203
404	0.03509783919
405	0.03502960667
406	0.03494311203
407	0.03483338062
408	0.03472512528
409	0.0346060135
410	0.03449289758
411	0.03435150446
412	0.03426308814
413	0.03411614172
414	0.03401833905
415	0.03396051843
416	0.03389668479
417	0.03380254242
418	0.03370574852
419	0.03349637605
420	0.03339750539
421	0.0331368587
422	0.03302379508
423	0.03291244142
424	0.03285034276
425	0.03276700497
426	0.03266259695
427	0.03253340654
428	0.03241178705
429	0.03234063947
430	0.03225646123
431	0.03216608975
432	0.03206683401
433	0.03188572808
434	0.031808014
435	0.03175004714
436	0.0316901439
437	0.0315742685
438	0.03144023066
439	0.03132586759
440	0.03126410863
441	0.03121990528
442	0.03106750979
443	0.03097876986
444	0.03081294897
445	0.03073197687
446	0.03066349582
447	0.03056007115
448	0.03045300963
449	0.03038207542
450	0.03030431581
451	0.03022406689
452	0.03007149228
453	0.02986948886
454	0.02972449145
455	0.02957316451
456	0.02949195106
457	0.02936011021
458	0.02929340967
459	0.02919975383
460	0.0291126302
461	0.02903064161
462	0.02887117727
463	0.02872073784
464	0.02868558388
465	0.02859631844
466	0.02835674171
467	0.02825405514
468	0.02815624065
469	0.02810136513
470	0.02790476044
471	0.02785653877
472	0.02780907203
473	0.0277159229
474	0.02762350982
475	0.02753489954
476	0.02749124291
477	0.02741100564
478	0.02733600189
479	0.02727705175
480	0.02716064629
481	0.02711018654
482	0.02694785289
483	0.02686431966
484	0.02679133775
485	0.02675403942
486	0.02666478137
487	0.02659789365
488	0.02650766933
489	0.02644645865
490	0.02627361166
491	0.02612431346
492	0.02604968018
493	0.02600997098
494	0.02595418666
495	0.02587528115
496	0.02580049684
497	0.02572045649
498	0.02565699125
499	0.02558320783
500	0.02549274748
501	0.0254671878
502	0.02533373385
503	0.02527739676
504	0.02515805032
505	0.0250217413
506	0.02496923985
507	0.02490449863
508	0.02484549119
509	0.02474642769
510	0.02469416916
511	0.02465853393
512	0.02454695001
513	0.02445352578
514	0.02432462918
515	0.02425815561
516	0.02419847816
517	0.02416894013
518	0.02409955492
519	0.02406558041
520	0.02391795385
521	0.02381634229
522	0.02377331424
523	0.02364740172
524	0.02355024675
525	0.02347925359
526	0.02341908951
527	0.02336195204
528	0.02329666703
529	0.02321127245
530	0.02315043137
531	0.02305713037
532	0.0230090983
533	0.02296998573
534	0.02287332047
535	0.02281830625
536	0.02267547925
537	0.02262397125
538	0.02257601983
539	0.02252388252
540	0.02246454724
541	0.02240587422
542	0.02236057101
543	0.02229270577
544	0.02225271997
545	0.02223045938
546	0.02220081266
547	0.02209504484
548	0.02201706912
549	0.02190462457
550	0.02184295609
551	0.02181432694
552	0.02175732978
553	0.02172620617
554	0.02168028458
555	0.02165156204
556	0.02158600652
557	0.02154252238
558	0.02147006717
559	0.02141915218
560	0.0213638477
561	0.02128179582
562	0.02124399872
563	0.02117886603
564	0.0211470446
565	0.02107928843
566	0.02101338902
567	0.02095880388
568	0.02090274315
569	0.02085368952
570	0.02080867026
571	0.02074419003
572	0.02070490515
573	0.0206661868
574	0.02061969802
575	0.02057252714
576	0.0205064078
577	0.02045095024
578	0.02031607269
579	0.02028625414
580	0.02022464522
581	0.02011964113
582	0.02009077506
583	0.02003940066
584	0.01998706704
585	0.01994482416
586	0.01992113077
587	0.01985655215
588	0.0198056606
589	0.0197589299
590	0.01966774501
591	0.01959074731
592	0.01957221611
593	0.0194826086
594	0.01939765485
595	0.01935751215
596	0.01930518057
597	0.01924878593
598	0.01916749112
599	0.01905422614
600	0.01903591506
601	0.01899399444
602	0.01891770218
603	0.01889559172
604	0.01885970191
605	0.01884160218
606	0.01880154378
607	0.01874974939
608	0.01869996032
609	0.01862154437
610	0.01860517332
611	0.01854421433
612	0.01850843975
613	0.01847546614
614	0.01845580371
615	0.01844089516
616	0.01839316462
617	0.01837252982
618	0.01834674786
619	0.01830633722
620	0.01822907443
621	0.0181940445
622	0.01812106044
623	0.0180686771
624	0.01804719035
625	0.01801225571
626	0.01797636092
627	0.01787152677
628	0.01782851297
629	0.01778087462
630	0.01775488223
631	0.01772451866
632	0.01769206736
633	0.01764898992
634	0.01761825541
635	0.0175780769
636	0.01756208764
637	0.01753499254
638	0.01747033124
639	0.01740226426
640	0.01733734125
641	0.01730431934
642	0.01727855234
643	0.01723473101
644	0.01719861587
645	0.01715195718
646	0.0170694728
647	0.01705497918
648	0.01701913683
649	0.01700597928
650	0.01698191577
651	0.01694506939
652	0.01691348797
653	0.01687901924
654	0.01680458581
655	0.01673986275
656	0.01670149623
657	0.01666846968
658	0.01660036785
659	0.0165648667
660	0.01653064488
661	0.01650332808
662	0.01645308992
663	0.01639455986
664	0.01634444771
665	0.01631229947
666	0.01627494095
667	0.01625664171
668	0.01622645652
669	0.01617233997
670	0.01611109544
671	0.01608657562
672	0.01605493932
673	0.01599245391
674	0.01596437489
675	0.01592282166
676	0.01588767806
677	0.01586164413
678	0.01582456601
679	0.01578638614
680	0.01576451694
681	0.01573957477
682	0.015709225
683	0.01567465033
684	0.01562598546
685	0.01558168437
686	0.01555544809
687	0.01552556243
688	0.0154817405
689	0.01542823316
690	0.01541245609
691	0.01540171512
692	0.01531959359
693	0.01525853505
694	0.01524135087
695	0.01522180304
696	0.01518716019
697	0.01513618042
698	0.01510080124
699	0.01504986143
700	0.01500485083
701	0.01497128158
702	0.01491219447
703	0.01485909936
704	0.01481675773
705	0.01479363536
706	0.01477508196
707	0.01473642118
708	0.01472053614
709	0.01469333216
710	0.01464840849
711	0.0146214645
712	0.01460938758
713	0.01458905424
714	0.01456549845
715	0.01450903544
716	0.01449171679
717	0.01446211954
718	0.01443272802
719	0.01438910574
720	0.01436697983
721	0.01435270027
722	0.0143391384
723	0.01431391322
724	0.01427103166
725	0.01425338283
726	0.01423398954
727	0.01420660662
728	0.01416527323
729	0.01414379939
730	0.01410436009
731	0.01405724929
732	0.01404745392
733	0.01402224383
734	0.01398453431
735	0.01394673879
736	0.01392391179
737	0.01389150745
738	0.01386479632
739	0.01383904958
740	0.01381399881
741	0.01379254045
742	0.01376213632
743	0.01373969084
744	0.01367295991
745	0.01364525299
746	0.01362600191
747	0.01359251094
748	0.01355784785
749	0.01353401129
750	0.0135039521
751	0.01348182104
752	0.01345549337
753	0.01344408559
754	0.01341552338
755	0.01339668187
756	0.01337085706
757	0.01335696307
758	0.01332831427
759	0.01329735194
760	0.01327657456
761	0.0132192953
762	0.01318568528
763	0.01315475375
764	0.01313479979
765	0.01310581746
766	0.01308673159
767	0.01305889763
768	0.01303571549
769	0.0130222362
770	0.01301310007
771	0.01298231334
772	0.01295305582
773	0.01293789088
774	0.01292839946
775	0.01288648149
776	0.01284259631
777	0.01281821007
778	0.01278239966
779	0.01275870491
780	0.01274310612
781	0.01271123859
782	0.0126875973
783	0.01265947132
784	0.01264064419
785	0.01258185899
786	0.01255545087
787	0.01252772762
788	0.01251057083
789	0.01249408525
790	0.01247898071
791	0.01245995972
792	0.01243447661
793	0.01241266274
794	0.01236368476
795	0.0123390741
796	0.01232919328
797	0.01231318635
798	0.01228704121
799	0.01224525923
800	0.01223659101
801	0.01221082289
802	0.0121895652
803	0.01216506446
804	0.01214581947
805	0.01210947704
806	0.01207068964
807	0.01205295658
808	0.01203864562
809	0.01201799558
810	0.01200731264
811	0.01198598583
812	0.01197231417
813	0.01195441094
814	0.01193102547
815	0.01191416851
816	0.01189310301
817	0.01185946833
818	0.01184519303
819	0.01181444882
820	0.01180576351
821	0.01178102085
822	0.01176470862
823	0.01174121283
824	0.01172896486
825	0.01170811222
826	0.01169737504
827	0.0116728626
828	0.01165644518
829	0.01159786373
830	0.01156799664
831	0.0115484232
832	0.01153140381
833	0.01152264418
834	0.0115062246
835	0.01149873592
836	0.0114659017
837	0.01145371344
838	0.01142592794
839	0.0114125753
840	0.01140181472
841	0.01138275657
842	0.01137101225
843	0.01135309373
844	0.01134258436
845	0.01133078661
846	0.01129782548
847	0.01126699883
848	0.01124957999
849	0.0112202597
850	0.01120535474
851	0.01119260744
852	0.01116656366
853	0.01114574936
854	0.0111287039
855	0.01110690983
856	0.01108921275
857	0.01107302704
858	0.01106105569
859	0.0110421602
860	0.01102774162
861	0.01101319386
862	0.01099825089
863	0.01098060501
864	0.01094659644
865	0.01092773189
866	0.0109045074
867	0.01088731134
868	0.0108684026
869	0.01084645304
870	0.01081880552
871	0.01080417303
872	0.01079094735
873	0.01077325229
874	0.01076123966
875	0.01074700127
876	0.01073144584
877	0.01072417505
878	0.01069422979
879	0.01067513926
880	0.01066169849
881	0.01064771487
882	0.01062549364
883	0.01059976763
884	0.01058175958
885	0.0105551308
886	0.0105387938
887	0.01052306079
888	0.01051399689
889	0.01050559821
890	0.01047192606
891	0.01045818667
892	0.01044306497
893	0.01042047208
894	0.0104042305
895	0.0103899084
896	0.01036692235
897	0.0103488323
898	0.01032658607
899	0.01031736616
900	0.0103058448
901	0.0102687015
902	0.01025373843
903	0.0102416451
904	0.01021585524
905	0.01020344638
906	0.01018508804
907	0.01017403118
908	0.01015829309
909	0.01013544914
910	0.01010450838
911	0.01008725312
912	0.01007527707
913	0.01005386781
914	0.01003943287
915	0.01002302983
916	0.01001611816
917	0.009999883765
918	0.009983544013
919	0.009963314501
920	0.009950259857
921	0.009937575174
922	0.009911691567
923	0.009896833278
924	0.009887602535
925	0.009869079613
926	0.009855317381
927	0.009841374133
928	0.00982185034
929	0.009810618352
930	0.009799479701
931	0.009791369735
932	0.009778461627
933	0.009766186179
934	0.00975579097
935	0.009749469406
936	0.009744092344
937	0.009729676851
938	0.009709700684
939	0.009697153759
940	0.009673988209
941	0.009665969971
942	0.009653269685
943	0.009623911606
944	0.00961456313
945	0.009602460812
946	0.009593937579
947	0.009576456107
948	0.009563109628
949	0.009551973994
950	0.009533950192
951	0.00951622347
952	0.00950339259
953	0.009497477327
954	0.009486436002
955	0.009470951042
956	0.009438554649
957	0.009425444317
958	0.009416074451
959	0.009396999305
960	0.009389451893
961	0.009371666763
962	0.009362664218
963	0.009339302363
964	0.009333456659
965	0.009321018943
966	0.009307353477
967	0.009299180052
968	0.009288559498
969	0.009268484952
970	0.009263775604
971	0.009256330266
972	0.009220685944
973	0.009210281452
974	0.009197487201
975	0.009186328749
976	0.0091753846
977	0.009157147826
978	0.009140052985
979	0.009117379081
980	0.009097591401
981	0.009087177624
982	0.009081414099
983	0.009068234337
984	0.00905823146
985	0.009044528663
986	0.009032430736
987	0.00902217361
988	0.00901199171
989	0.008992596761
990	0.008981318295
991	0.008971893746
992	0.008960833206
993	0.008949507058
994	0.008939415434
995	0.00893222779
996	0.008917578611
997	0.008906542713
998	0.008897474161
999	0.008882123267
